"Fecha de Emisión";"Tipo de Comprobante";"Punto de Venta";"Número de Comprobante";"Tipo Doc. Vendedor";"Nro. Doc. Vendedor";"Denominación Vendedor";"Importe Total";"Moneda Original";"Tipo de Cambio";"Importe No Gravado";"Importe Exento";"Crédito Fiscal Computable";"Importe de Per. o Pagos a Cta. de Otros Imp. Nac.";"Importe de Percepciones de Ingresos Brutos";"Importe de Impuestos Municipales";"Importe de Percepciones o Pagos a Cuenta de IVA";"Importe de Impuestos Internos";"Importe Otros Tributos";"Neto Gravado IVA 0%";"Neto Gravado IVA 2,5%";"Importe IVA 2,5%";"Neto Gravado IVA 5%";"Importe IVA 5%";"Neto Gravado IVA 10,5%";"Importe IVA 10,5%";"Neto Gravado IVA 21%";"Importe IVA 21%";"Neto Gravado IVA 27%";"Importe IVA 27%";"Total Neto Gravado";"Total IVA"
2022-01-31;1;426;148687;80;00000000030500548041;"GRUPO PENAFLOR SA";85306,65;"PES";1,00;0,00;0,00;14331,52;0,00;2729,81;0,00;0,00;0,00;0,00;;;;;;;;68245,32;14331,52;;;68245,32;14331,52
2022-01-31;1;426;148688;80;00000000030500548041;"GRUPO PENAFLOR SA";67833,90;"PES";1,00;0,00;0,00;11396,10;0,00;2170,68;0,00;0,00;0,00;0,00;;;;;;;;54267,12;11396,10;;;54267,12;11396,10
2022-01-31;1;426;148689;80;00000000030500548041;"GRUPO PENAFLOR SA";194220,92;"PES";1,00;12605,35;0,00;30426,71;0,00;6299,78;0,00;0,00;0,00;0,00;;;;;;;;144889,08;30426,71;;;144889,08;30426,71
2022-01-31;1;1;31012022;80;00000000030500008454;"BANCO SANTANDER RIO S.A.";26196,46;"PES";1,00;25510,87;0,00;118,99;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;566,60;118,99;;;566,60;118,99
2022-01-31;1;2;31012022;80;00000000030500003193;"BANCO FRANCES S.A";52466,54;"PES";1,00;50526,94;0,00;327,60;0,00;52,00;0,00;0,00;0,00;0,00;;;;;;;;1560,00;327,60;;;1560,00;327,60
2022-01-31;1;3;31012022;80;00000000030500003193;"BANCO FRANCES S.A";106662,38;"PES";1,00;78209,92;0,00;4780,02;0,00;910,47;0,00;0,00;0,00;0,00;;;;;;;;22761,98;4780,02;;;22761,98;4780,02
2022-01-31;1;426;148686;80;00000000030500548041;"GRUPO PENAFLOR SA";11901,02;"PES";1,00;0,00;0,00;1999,37;0,00;380,83;0,00;0,00;0,00;0,00;;;;;;;;9520,82;1999,37;;;9520,82;1999,37
2023-02-27;1;166;344760;80;00000000030708266430;"DREAMCO S. C. A.";336686,82;"PES";1,00;0,00;0,00;56114,47;0,00;13360,59;0,00;0,00;0,00;0,00;;;;;;;;267211,76;56114,47;;;267211,76;56114,47
2023-02-27;1;166;344761;80;00000000030708266430;"DREAMCO S. C. A.";673373,64;"PES";1,00;0,00;0,00;112228,94;0,00;26721,18;0,00;0,00;0,00;0,00;;;;;;;;534423,52;112228,94;;;534423,52;112228,94
2023-02-27;1;166;344762;80;00000000030708266430;"DREAMCO S. C. A.";583639,10;"PES";1,00;0,00;0,00;97273,18;0,00;23160,28;0,00;0,00;0,00;0,00;;;;;;;;463205,64;97273,18;;;463205,64;97273,18
2023-03-01;1;2;275;80;00000000020176371987;"PETRILLO MIGUEL ANGEL";60500,00;"PES";1,00;0,00;0,00;10500,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;50000,00;10500,00;;;50000,00;10500,00
2023-03-01;1;3;105;80;00000000027141875189;"PETRILLO STELLA MARIS";60500,00;"PES";1,00;0,00;0,00;10500,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;50000,00;10500,00;;;50000,00;10500,00
2023-02-28;1;2802;2023;80;00000000030500008454;"BANCO SANTANDER RIO S.A.";122767,63;"PES";1,00;106083,37;0,00;2720,02;0,00;639,79;0,00;372,00;0,00;0,00;;;;;;;;12952,46;2720,02;;;12952,46;2720,02
2023-03-08;1;166;354340;80;00000000030708266430;"DREAMCO S. C. A.";1567092,38;"PES";1,00;0,00;0,00;261182,06;0,00;62186,21;0,00;0,00;0,00;0,00;;;;;;;;1243724,11;261182,06;;;1243724,11;261182,06
2023-03-08;1;166;345338;80;00000000030708266430;"DREAMCO S. C. A.";506709,38;"PES";1,00;0,00;0,00;84451,56;0,00;20107,52;0,00;0,00;0,00;0,00;;;;;;;;402150,30;84451,56;;;402150,30;84451,56
2023-02-15;1;6;6313;80;00000000030716184435;"RECKITT BENCKISER HEALTH ARGEN";232311,41;"PES";1,00;0,00;0,00;39502,34;0,00;4702,66;0,00;0,00;0,00;0,00;;;;;;;;188106,40;39502,34;;;188106,40;39502,34
2023-03-10;1;6;6395;80;00000000030716184435;"RECKITT BENCKISER HEALTH ARGEN";175094,56;"PES";1,00;0,00;0,00;29773,17;0,00;3544,42;0,00;0,00;0,00;0,00;;;;;;;;141776,98;29773,17;;;141776,98;29773,17
2023-03-10;1;20;147955;80;00000000030500750215;"RECKITT BENCKISER ARGENTINA SA";928584,88;"PES";1,00;0,00;0,00;151164,98;0,00;35991,66;0,00;21595,00;0,00;0,00;;;;;;;;719833,24;151164,98;;;719833,24;151164,98
2023-03-10;1;20;147954;80;00000000030500750215;"RECKITT BENCKISER ARGENTINA SA";3786133,97;"PES";1,00;0,00;0,00;616347,38;0,00;146749,38;0,00;88049,64;0,00;0,00;;;;;;;;2934987,52;616347,38;;;2934987,52;616347,38
2023-02-28;1;166;345193;80;00000000030708266430;"DREAMCO S. C. A.";603456,60;"PES";1,00;0,00;0,00;100576,10;0,00;23946,69;0,00;0,00;0,00;0,00;;;;;;;;478933,81;100576,10;;;478933,81;100576,10
2023-03-11;1;166;345528;80;00000000030708266430;"DREAMCO S. C. A.";2805827,71;"PES";1,00;0,00;0,00;467637,95;0,00;111342,36;0,00;0,00;0,00;0,00;;;;;;;;2226847,38;467637,95;;;2226847,38;467637,95
2023-03-11;1;166;345526;80;00000000030708266430;"DREAMCO S. C. A.";46964,23;"PES";1,00;0,00;0,00;7827,37;0,00;1863,66;0,00;0,00;0,00;0,00;;;;;;;;37273,20;7827,37;;;37273,20;7827,37
2023-03-11;1;166;345527;80;00000000030708266430;"DREAMCO S. C. A.";9173551,05;"PES";1,00;0,00;0,00;1528925,19;0,00;364029,76;0,00;0,00;0,00;0,00;;;;;;;;7280596,12;1528925,19;;;7280596,12;1528925,19
2023-03-14;1;166;345635;80;00000000030708266430;"DREAMCO S. C. A.";2578985,67;"PES";1,00;0,00;0,00;429830,95;0,00;102340,69;0,00;0,00;0,00;0,00;;;;;;;;2046814,04;429830,95;;;2046814,04;429830,95
2023-03-14;1;166;345636;80;00000000030708266430;"DREAMCO S. C. A.";814485,67;"PES";1,00;0,00;0,00;135747,61;0,00;32320,85;0,00;0,00;0,00;0,00;;;;;;;;646417,21;135747,61;;;646417,21;135747,61
2023-03-14;1;166;345634;80;00000000030708266430;"DREAMCO S. C. A.";4734621,62;"PES";1,00;0,00;0,00;789103,60;0,00;187881,83;0,00;0,00;0,00;0,00;;;;;;;;3757636,17;789103,60;;;3757636,17;789103,60
2023-03-15;3;165;672846;80;00000000030708266430;"DREAMCO S. C. A.";-63625,27;"PES";1,00;-63625,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;0,00;0,00
2023-03-15;3;165;669298;80;00000000030708266430;"DREAMCO S. C. A.";-243,73;"PES";1,00;-243,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;0,00;0,00
2023-03-15;3;165;663643;80;00000000030708266430;"DREAMCO S. C. A.";-342836,46;"PES";1,00;-342836,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;0,00;0,00
2023-03-15;3;165;663784;80;00000000030708266430;"DREAMCO S. C. A.";-608540,41;"PES";1,00;-608540,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;0,00;0,00
2023-03-15;3;165;664420;80;00000000030708266430;"DREAMCO S. C. A.";-4874,70;"PES";1,00;-4874,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;0,00;0,00
2023-03-15;3;165;664421;80;00000000030708266430;"DREAMCO S. C. A.";-5240,31;"PES";1,00;-5240,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;0,00;0,00
2023-03-15;3;165;664696;80;00000000030708266430;"DREAMCO S. C. A.";-69421,49;"PES";1,00;0,00;0,00;-12048,36;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-57373,13;-12048,36;;;-57373,13;-12048,36
2023-03-15;3;165;665496;80;00000000030708266430;"DREAMCO S. C. A.";-26476,42;"PES";1,00;0,00;0,00;-4595,08;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-21881,34;-4595,08;;;-21881,34;-4595,08
2023-03-08;3;165;671075;80;00000000030708266430;"DREAMCO S. C. A.";-25238,88;"PES";1,00;0,00;0,00;-4380,30;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-20858,58;-4380,30;;;-20858,58;-4380,30
2023-03-08;3;165;671076;80;00000000030708266430;"DREAMCO S. C. A.";-133342,34;"PES";1,00;0,00;0,00;-23142,06;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-110200,29;-23142,06;;;-110200,29;-23142,06
2023-03-08;3;165;671077;80;00000000030708266430;"DREAMCO S. C. A.";-7418,80;"PES";1,00;0,00;0,00;-1287,56;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-6131,24;-1287,56;;;-6131,24;-1287,56
2023-03-08;3;165;671078;80;00000000030708266430;"DREAMCO S. C. A.";-110193,83;"PES";1,00;0,00;0,00;-19124,55;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-91069,30;-19124,55;;;-91069,30;-19124,55
2023-03-08;3;165;671079;80;00000000030708266430;"DREAMCO S. C. A.";-20961,90;"PES";1,00;0,00;0,00;-3638,01;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-17323,88;-3638,01;;;-17323,88;-3638,01
2023-03-08;3;165;671130;80;00000000030708266430;"DREAMCO S. C. A.";-126194,40;"PES";1,00;0,00;0,00;-21901,51;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-104292,90;-21901,51;;;-104292,90;-21901,51
2023-03-08;3;165;671282;80;00000000030708266430;"DREAMCO S. C. A.";-81970,54;"PES";1,00;0,00;0,00;-14226,29;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-67744,24;-14226,29;;;-67744,24;-14226,29
2023-03-08;3;165;671283;80;00000000030708266430;"DREAMCO S. C. A.";-11710,08;"PES";1,00;0,00;0,00;-2032,33;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-9677,75;-2032,33;;;-9677,75;-2032,33
2023-03-08;3;165;671524;80;00000000030708266430;"DREAMCO S. C. A.";-21653,25;"PES";1,00;0,00;0,00;-3758,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-17895,25;-3758,00;;;-17895,25;-3758,00
2023-03-08;3;165;671552;80;00000000030708266430;"DREAMCO S. C. A.";-97439,58;"PES";1,00;0,00;0,00;-16911,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-80528,58;-16911,00;;;-80528,58;-16911,00
2023-03-08;3;165;671624;80;00000000030708266430;"DREAMCO S. C. A.";-128100,11;"PES";1,00;0,00;0,00;-22232,25;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-105867,85;-22232,25;;;-105867,85;-22232,25
2023-03-08;3;165;671625;80;00000000030708266430;"DREAMCO S. C. A.";-2071,11;"PES";1,00;0,00;0,00;-359,45;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-1711,66;-359,45;;;-1711,66;-359,45
2023-03-08;3;165;671626;80;00000000030708266430;"DREAMCO S. C. A.";-96148,28;"PES";1,00;0,00;0,00;-16686,89;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-79461,38;-16686,89;;;-79461,38;-16686,89
2023-03-08;3;165;671770;80;00000000030708266430;"DREAMCO S. C. A.";-207871,15;"PES";1,00;0,00;0,00;-36076,81;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-171794,35;-36076,81;;;-171794,35;-36076,81
2023-03-08;3;165;671771;80;00000000030708266430;"DREAMCO S. C. A.";-233855,02;"PES";1,00;0,00;0,00;-40586,41;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-193268,62;-40586,41;;;-193268,62;-40586,41
2023-03-08;3;165;671772;80;00000000030708266430;"DREAMCO S. C. A.";-26896,47;"PES";1,00;0,00;0,00;-4667,98;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-22228,49;-4667,98;;;-22228,49;-4667,98
2023-03-08;3;165;671773;80;00000000030708266430;"DREAMCO S. C. A.";-12453,79;"PES";1,00;0,00;0,00;-2161,40;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-10292,39;-2161,40;;;-10292,39;-2161,40
2023-03-08;3;165;672064;80;00000000030708266430;"DREAMCO S. C. A.";-13530,18;"PES";1,00;0,00;0,00;-2348,21;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-11181,96;-2348,21;;;-11181,96;-2348,21
2023-03-08;3;165;672203;80;00000000030708266430;"DREAMCO S. C. A.";-67551,22;"PES";1,00;0,00;0,00;-11723,77;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-55827,47;-11723,77;;;-55827,47;-11723,77
2023-03-08;3;165;672204;80;00000000030708266430;"DREAMCO S. C. A.";-18300,15;"PES";1,00;0,00;0,00;-3176,06;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-15124,09;-3176,06;;;-15124,09;-3176,06
2023-03-08;3;165;672320;80;00000000030708266430;"DREAMCO S. C. A.";-16540,21;"PES";1,00;0,00;0,00;-2870,61;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-13669,59;-2870,61;;;-13669,59;-2870,61
2023-03-08;3;165;672321;80;00000000030708266430;"DREAMCO S. C. A.";-33040,49;"PES";1,00;0,00;0,00;-5734,30;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-27306,19;-5734,30;;;-27306,19;-5734,30
2023-03-09;3;165;672845;80;00000000030708266430;"DREAMCO S. C. A.";-211612,43;"PES";1,00;0,00;0,00;-36726,13;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;-174886,32;-36726,13;;;-174886,32;-36726,13
2023-02-28;1;166;345192;80;00000000030708266430;"DREAMCO S. C. A.";1880818,65;"PES";1,00;0,00;0,00;313469,78;0,00;74635,66;0,00;0,00;0,00;0,00;;;;;;;;1492713,22;313469,78;;;1492713,22;313469,78
2023-03-23;1;20;148075;80;00000000030500750215;"RECKITT BENCKISER ARGENTINA SA";1157000,57;"PES";1,00;0,00;0,00;188348,93;0,00;44844,99;0,00;26907,00;0,00;0,00;;;;;;;;896899,65;188348,93;;;896899,65;188348,93
2023-03-23;1;20;148074;80;00000000030500750215;"RECKITT BENCKISER ARGENTINA SA";4324177,63;"PES";1,00;0,00;0,00;703935,89;0,00;167603,79;0,00;100562,26;0,00;0,00;;;;;;;;3352075,67;703935,89;;;3352075,67;703935,89
